new,may,0.000005221131232
fact,were,0.000001375063562
media,that,0.000001546605176
freedom,that,0.000001364059926
key,all,0.000005722642527
will,turn,0.000005267739198
long,enough,0.000000462351494
from,david,0.000009195302482
his,your,0.000006184594895
are,members,0.000009715660781
often,not,0.000001276818466
more,year,0.000008260515642
now,were,0.000003998256943
with,care,0.000010390759599
through,one,0.000001250207106
study,for,0.000001033209855
just,said,0.000009243341083
than,since,0.000005142514055
was,evidence,0.000005480963409
until,have,0.000000851551192
time,its,0.000008119262930
with,true,0.000013520969333
use,people,0.000006287029919
better,one,0.000004157122930
your,such,0.000008268180864
before,don,0.000001581391757
that,model,0.000022341195290
whether,with,0.000001805241027
offered,and,0.000000301220126
are,left,0.000023818845875
current,with,0.000002545809366
with,plus,0.000012700985280
don,did,0.000004473291483
some,key,0.000006324466085
from,seen,0.000018327316866
again,what,0.000001628911377
because,use,0.000008359957974
data,all,0.000005093021173
that,stand,0.000018603384888
our,don,0.000004118625384
from,things,0.000016327647245
for,market,0.000015347790395
one,between,0.000003818991445
not,questions,0.000009453025086
least,can,0.000002525820264
tax,for,0.000001611817879
give,what,0.000002074756594
something,think,0.000001778341925
does,these,0.000011545877896
network,with,0.000001304971192
that,gone,0.000009661600416
with,security,0.000015937563148
known,not,0.000002422445277
some,books,0.000002092045179
history,you,0.000000659372972
was,small,0.000007012980404
two,days,0.000001958709618
for,treatment,0.000033299853385
this,report,0.000008355253158
version,there,0.000001143057261
very,small,0.000001424010179
small,one,0.000000721072183
meeting,and,0.000002872727464
for,taking,0.000021302024834
fuel,and,0.000000492491722
all,number,0.000009755633073
all,never,0.000008724491636
jews,was,0.000000649739036
after,only,0.000003854037459
say,them,0.000002748346560
worried,about,0.000000273621566
all,every,0.000007378015653
this,making,0.000010698404367
ago,about,0.000001215727707
when,car,0.000006001827842
and,steve,0.000037944719224
driving,and,0.000000604432842
one,down,0.000007204114354
about,last,0.000010460827980
couple,have,0.000001368526000
little,will,0.000003929259492
their,his,0.000008468420674
got,when,0.000001502371447
would,information,0.000004206896847
big,have,0.000001813602921
other,god,0.000004919602816
did,who,0.000005873819646
where,does,0.000004554424777
for,himself,0.000032540254324
gets,that,0.000001811592028
should,time,0.000008935739970
out,something,0.000006289446901
think,see,0.000004383704891
really,your,0.000003752660859
are,cases,0.000011218590771
part,has,0.000001549483841
can,whether,0.000007226819889
think,best,0.000004095171789
same,used,0.000003894992915
parts,you,0.000001038222081
times,with,0.000001635042622
all,better,0.000010547777492
fast,that,0.000001441400286
earth,for,0.000001776942554
about,while,0.000007612411537
earth,from,0.000001396475795
look,one,0.000003248102985
see,these,0.000006375958492
this,clear,0.000010566942365
this,event,0.000006437198863
over,then,0.000005066025096
let,your,0.000002752195542
making,you,0.000001151255788
those,more,0.000001807816830
least,all,0.000003078304189
found,are,0.000002605488589
think,really,0.000003047398195
gun,are,0.000001727289941
has,key,0.000012246443475
out,anyone,0.000008207432984
even,does,0.000004978788184
for,death,0.000018576167349
new,zealand,0.000000705815808
conference,for,0.000000413827024
image,other,0.000001037328047
get,anyone,0.000009246199625
getting,are,0.000001741663709
another,way,0.000001192962600
bit,would,0.000004819834885
use,those,0.000002128294227
able,their,0.000003120989732
your,money,0.000005423016773
still,than,0.000001508129230
than,first,0.000008644305126
that,posted,0.000018464952518
are,simple,0.000009215554201
any,law,0.000006269840469
place,where,0.000001441918016
read,they,0.000005360539490
didn,did,0.000000997791858
get,without,0.000007196701972
against,any,0.000002270747473
his,our,0.000004376133802
and,chance,0.000061463251768
women,were,0.000000138608925
her,were,0.000001273920589
know,now,0.000008788232662
put,his,0.000001409170181
his,most,0.000005896130915
view,are,0.000000934562365
and,easier,0.000050640865084
about,need,0.000014419209947
that,national,0.000025934348741
could,thanks,0.000004279038876
and,calls,0.000031132985896
have,current,0.000011692990483
ever,they,0.000002203008080
they,money,0.000010772363567
very,had,0.000004752014320
users,have,0.000000636470418
probably,some,0.000002415818471
non,but,0.000003646533514
believe,people,0.000003132606707
connection,with,0.000000238942590
all,hard,0.000009823642358
lot,can,0.000001653314143
place,are,0.000002531658993
years,one,0.000003285958883
make,than,0.000002960417305
can,cannot,0.000008263128620
they,team,0.000013877855054
way,been,0.000007724573152
american,are,0.000000562971934
good,job,0.000002235315606
games,have,0.000001177177410
have,seem,0.000007326138984
and,fan,0.000022180549422
way,around,0.000005582051017
said,your,0.000002963166253
think,here,0.000005358198450
telling,you,0.000001617771090
have,almost,0.000010057279724
time,ago,0.000003478668305
way,too,0.000004778452421
that,ways,0.000019186905774
but,data,0.000010430559087
best,one,0.000003137481144
that,congress,0.000009779358152
since,use,0.000002932453526
from,old,0.000020226400011
any,really,0.000006501888492
that,woman,0.000006315688552
women,have,0.000000252164995
they,high,0.000029870299841
more,make,0.000011284922039
has,why,0.000011708063539
from,given,0.000010161712453
using,other,0.000003680710506
about,she,0.000005528848305
get,program,0.000005647180387
list,your,0.000000873110537
list,address,0.000000482311520
ask,questions,0.000000347066248
was,following,0.000017222908355
while,out,0.000002008320962
only,well,0.000009977769878
has,need,0.000014834476133
hard,time,0.000002893646297
but,done,0.000013054554074
now,why,0.000003542632612
try,will,0.000003611365401
for,saying,0.000030271674405
way,think,0.000004565006293
there,far,0.000007859144716
best,will,0.000004821136372
might,out,0.000004919367711
part,there,0.000002566400099
against,them,0.000001776766453
against,has,0.000002117099029
one,though,0.000004181360055
what,work,0.000005739505923
still,which,0.000001828240215
stop,this,0.000002458452400
were,back,0.000006751490218
potential,and,0.000000953743552
another,who,0.000002491131909
key,two,0.000003383502417
already,there,0.000002096126764
might,even,0.000004268992143
ago,but,0.000001580899720
party,that,0.000000549837182
and,popular,0.000034956181480
series,with,0.000001248141757
two,don,0.000004317009825
into,also,0.000002669588639
any,government,0.000007174485745
they,ask,0.000012787825654
free,can,0.000001297267431
some,being,0.000007019851182
science,not,0.000000674960006
into,don,0.000001826520929
force,you,0.000001563423780
them,does,0.000005491895536
people,take,0.000008520132724
are,israel,0.000017474963897
people,need,0.000009778032108
apple,you,0.000001207068067
out,another,0.000006720204510
little,not,0.000003763447921
his,right,0.000004447882475
you,came,0.000049488306104
their,support,0.000003472748858
you,absolutely,0.000013345606931
though,were,0.000001184791131
into,use,0.000002257893584
for,understand,0.000025550885766
when,such,0.000006574426152
use,using,0.000003099302603
for,latest,0.000013982561541
again,your,0.000001622404284
process,this,0.000002251747219
that,jobs,0.000009310415408
more,its,0.000013821972971
music,and,0.000000513356042
god,say,0.000002621943850
religious,for,0.000001358599548
news,have,0.000001507470870
that,calls,0.000009632532965
ever,not,0.000002500488335
own,has,0.000002143568054
when,really,0.000005925062851
her,had,0.000001792819035
pieces,and,0.000000147113496
had,right,0.000004396140866
may,very,0.000003067742682
doesn,your,0.000001815931910
play,power,0.000000406097598
heard,there,0.000001129132784
needs,this,0.000001499072710
doing,was,0.000002006687737
name,are,0.000005891371075
its,only,0.000007852469025
could,know,0.000015244748283
not,live,0.000022410029487
all,human,0.000005631311069
internet,are,0.000001433869329
change,can,0.000001344056614
certain,you,0.000001160888360
with,david,0.000011081010598
now,being,0.000004112964689
since,most,0.000002908291663
says,can,0.000001206656975
them,very,0.000004547457138
about,old,0.000013563485481
other,here,0.000006798940376
not,science,0.000008092430107
that,media,0.000011283073945
official,for,0.000000350667307
for,longer,0.000033605178032
you,stay,0.000010471409951
everything,can,0.000003893891972
waiting,and,0.000000591076343
but,ask,0.000008852532119
christians,who,0.000000923287587
told,them,0.000000624733275
them,first,0.000005954233984
message,can,0.000001411643098
always,they,0.000003944961918
our,apartment,0.000000753521761
came,back,0.000001865470381
keep,they,0.000001565898287
users,that,0.000001500485268
information,any,0.000001811945822
off,about,0.000003682185934
together,for,0.000001225482379
use,our,0.000003851761448
order,will,0.000002206624686
going,more,0.000002103161023
who,work,0.000004176522907
your,after,0.000009606183085
anyone,their,0.000009397361282
written,with,0.000001054646873
press,you,0.000001479824846
are,ask,0.000018936729248
someone,from,0.000003932175787
with,guns,0.000007988814104
are,self,0.000011200427252
under,any,0.000002653202955
our,only,0.000007826784895
don,back,0.000005458612122
news,group,0.000000411584580
president,said,0.000000890096942
and,conversion,0.000039805938286
and,tests,0.000018894541427
down,your,0.000001489518581
running,system,0.000000765714162
your,set,0.000009746263459
image,than,0.000000564332481
when,may,0.000007256939625
life,god,0.000000881484084
feature,with,0.000000665457833
looking,have,0.000001527346853
part,about,0.000001758104872
low,this,0.000001567578011
would,power,0.000008187907952
with,major,0.000008640136912
into,know,0.000004107311725
was,war,0.000007356778497
abuse,and,0.000000204513739
its,some,0.000006631021279
very,them,0.000004306591563
additional,for,0.000000959582735
all,ever,0.000009788075658
car,will,0.000004214595265
would,down,0.000009630752174
any,after,0.000008381954103
this,university,0.000010834588466
date,for,0.000000499661439
stuff,not,0.000002552282922
worked,that,0.000000729123428
will,while,0.000008561977666
who,things,0.000005833021987
this,couple,0.000021076251869
enough,get,0.000001234545834
past,years,0.000000579484492
were,off,0.000008612614693
nothing,can,0.000001935499313
from,having,0.000017524145733
back,some,0.000003792346661
much,had,0.000005495924142
does,into,0.000006631111773
had,way,0.000003916180503
right,get,0.000004125590294
used,same,0.000006253986612
why,were,0.000003662459449
wrote,for,0.000000412963971
well,right,0.000002765756335
under,will,0.000004039896794
space,would,0.000002029543566
can,space,0.000009783022506
run,time,0.000001264637376
doesn,there,0.000003518274525
product,for,0.000000416618121
anyone,which,0.000006079321793
know,doesn,0.000005144222087
long,been,0.000002088056817
hand,are,0.000001914336053
using,their,0.000003752288649
peace,that,0.000001925827746
fighting,and,0.000000445875571
their,want,0.000006479490366
several,other,0.000001036121830
hurt,and,0.000000624200368
had,already,0.000002807739293
been,taken,0.000002838538194
their,years,0.000005889435215
leaving,and,0.000000709949859
who,new,0.000009972839507
your,line,0.000004899614396
place,there,0.000002962030294
data,there,0.000005773720659
that,email,0.000016438552848
not,stop,0.000016743264496
able,would,0.000003423797352
like,first,0.000008588944183
for,date,0.000018064729375
bad,can,0.000003673757419
related,are,0.000000610070629
and,germany,0.000042813302571
used,their,0.000011119964256
may,make,0.000003680186410
because,these,0.000009651615073
game,are,0.000002226925744
are,today,0.000016614909327
will,include,0.000006203928478
program,called,0.000000837430889
them,being,0.000004616666502
care,this,0.000001303827048
once,can,0.000001361327918
children,this,0.000001754236905
made,their,0.000004484354577
for,event,0.000013236219274
give,more,0.000001860237035
users,not,0.000000831664465
was,taken,0.000007320648365
old,they,0.000004677624474
would,wouldn,0.000004256877673
matter,this,0.000001352345294
wouldn,they,0.000001513030043
three,but,0.000001064317075
given,with,0.000002145651479
for,safety,0.000011480966350
